Year;Economy;Economy Label;Flow;Flow Label;Direction;Direction Label;US$ at current prices in millions;US$ at current prices in millions Footnote;US$ at current prices in millions Missing value;US$ at current prices per capita;US$ at current prices per capita Footnote;US$ at current prices per capita Missing value;Percentage of total world;Percentage of total world Footnote;Percentage of total world Missing value;Percentage of Gross Domestic Product;Percentage of Gross Domestic Product Footnote;Percentage of Gross Domestic Product Missing value;Percentage of Gross Fixed Capital Formation;Percentage of Gross Fixed Capital Formation Footnote;Percentage of Gross Fixed Capital Formation Missing value
2011;458;Malaysia;9;Stock;1;Inward;115064;;;3946;;;1;;;39;;;174;;
2011;458;Malaysia;9;Stock;2;Outward;106448;;;3650;;;1;;;36;;;161;;
2011;462;Maldives;8;Flow;1;Inward;424;Asset/liability basis,;;1133;;;0;;;15;;;53;;
2011;462;Maldives;9;Stock;1;Inward;1538;;;4115;;;0;;;55;;;191;;
2011;466;Mali;8;Flow;1;Inward;556;;;34;;;0;;;4;;;23;;
2011;466;Mali;8;Flow;2;Outward;4;;;0;;;0;;;0;;;0;;
2011;466;Mali;9;Stock;1;Inward;2419;;;147;;;0;;;19;;;100;;
2011;466;Mali;9;Stock;2;Outward;21;;;1;;;0;;;0;;;1;;
2011;470;Malta;8;Flow;1;Inward;21876;;;51518;;;1;;;227;;;1272;;
2011;470;Malta;8;Flow;2;Outward;9699;;;22842;;;1;;;101;;;564;;
2011;470;Malta;9;Stock;1;Inward;146146;;;344175;;;1;;;1518;;;8501;;
2011;470;Malta;9;Stock;2;Outward;67664;;;159349;;;0;;;703;;;3936;;
2011;584;Marshall Islands;8;Flow;1;Inward;-4;;;-84;;;0;;;-3;;;-13;;
2011;584;Marshall Islands;9;Stock;1;Inward;121;;;2341;;;0;;;71;;;365;;
2011;478;Mauritania;8;Flow;1;Inward;589;;;168;;;0;;;9;;;30;;
2011;478;Mauritania;8;Flow;2;Outward;1;;;0;;;0;;;0;;;0;;
2011;478;Mauritania;9;Stock;1;Inward;2961;;;845;;;0;;;44;;;149;;
2011;478;Mauritania;9;Stock;2;Outward;30;;;8;;;0;;;0;;;1;;
2011;480;Mauritius;8;Flow;1;Inward;433;;;337;;;0;;;4;;;16;;
2011;480;Mauritius;8;Flow;2;Outward;158;;;123;;;0;;;1;;;6;;
2011;480;Mauritius;9;Stock;1;Inward;2999;;;2331;;;0;;;26;;;111;;
2011;480;Mauritius;9;Stock;2;Outward;1331;;;1035;;;0;;;12;;;49;;
2011;484;Mexico;8;Flow;1;Inward;25633;;;222;;;2;;;2;;;9;;
2011;484;Mexico;8;Flow;2;Outward;13311;;;116;;;1;;;1;;;5;;
2011;484;Mexico;9;Stock;1;Inward;336179;;;2917;;;2;;;27;;;117;;
2011;484;Mexico;9;Stock;2;Outward;117592;;;1020;;;1;;;10;;;41;;
2011;583;Micronesia (Federated States of);9;Stock;1;Inward;6;;;53;;;0;;;2;;;6;;
2011;496;Mongolia;8;Flow;1;Inward;4571;;;1665;;;0;;;44;;;87;;
2011;496;Mongolia;8;Flow;2;Outward;95;;;34;;;0;;;1;;;2;;
2011;496;Mongolia;9;Stock;1;Inward;13333;;;4857;;;0;;;128;;;254;;
2011;496;Mongolia;9;Stock;2;Outward;1757;;;640;;;0;;;17;;;33;;
2011;499;Montenegro;8;Flow;1;Inward;558;;;882;;;0;;;12;;;63;;
2011;499;Montenegro;8;Flow;2;Outward;17;;;27;;;0;;;0;;;2;;
2011;499;Montenegro;9;Stock;1;Inward;4209;;;6653;;;0;;;93;;;475;;
2011;500;Montserrat;8;Flow;1;Inward;2;;;511;;;0;;;4;;;18;;
2011;504;Morocco;8;Flow;1;Inward;2568;;;78;;;0;;;2;;;8;;
2011;504;Morocco;8;Flow;2;Outward;179;;;5;;;0;;;0;;;1;;
2011;504;Morocco;9;Stock;1;Inward;44516;;;1353;;;0;;;42;;;140;;
2011;504;Morocco;9;Stock;2;Outward;1981;;;60;;;0;;;2;;;6;;
2011;508;Mozambique;8;Flow;1;Inward;3559;;;150;;;0;;;24;;;83;;
2011;508;Mozambique;8;Flow;2;Outward;84;;;4;;;0;;;1;;;2;;
2011;508;Mozambique;9;Stock;1;Inward;7722;;;327;;;0;;;53;;;180;;
2011;508;Mozambique;9;Stock;2;Outward;10;;;0;;;0;;;0;;;0;;
2011;104;Myanmar;8;Flow;1;Inward;1118;;;23;;;0;;;2;;;7;;
2011;104;Myanmar;9;Stock;1;Inward;15625;;;316;;;0;;;27;;;92;;
2011;516;Namibia;8;Flow;1;Inward;817;;;381;;;0;;;6;;;29;;
2011;516;Namibia;8;Flow;2;Outward;14;;;7;;;0;;;0;;;0;;
2011;516;Namibia;9;Stock;1;Inward;3793;;;1767;;;0;;;30;;;135;;
2011;516;Namibia;9;Stock;2;Outward;578;;;269;;;0;;;5;;;21;;
2011;524;Nepal;8;Flow;1;Inward;95;;;3;;;0;;;0;;;2;;
2011;524;Nepal;9;Stock;1;Inward;335;;;12;;;0;;;2;;;7;;
2011;528;Netherlands (Kingdom of the);8;Flow;1;Inward;24156;;;1433;;;2;;;3;;;13;;
2011;528;Netherlands (Kingdom of the);8;Flow;2;Outward;34794;;;2065;;;2;;;4;;;19;;
2011;528;Netherlands (Kingdom of the);9;Stock;1;Inward;610677;;;36240;;;3;;;68;;;339;;
2011;528;Netherlands (Kingdom of the);9;Stock;2;Outward;996035;;;59108;;;5;;;110;;;553;;
2011;530;Netherlands Antilles;8;Flow;1;Inward;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable
2011;530;Netherlands Antilles;8;Flow;2;Outward;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable
2011;530;Netherlands Antilles;9;Stock;1;Inward;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable
2011;530;Netherlands Antilles;9;Stock;2;Outward;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable
2011;540;New Caledonia;8;Flow;1;Inward;1715;;;6434;;;0;;;17;;;39;;
2011;540;New Caledonia;8;Flow;2;Outward;40;;;149;;;0;;;0;;;1;;
2011;540;New Caledonia;9;Stock;1;Inward;7701;;;28893;;;0;;;74;;;174;;
2011;540;New Caledonia;9;Stock;2;Outward;356;;;1337;;;0;;;3;;;8;;
2011;554;New Zealand;8;Flow;1;Inward;4238;;;967;;;0;;;3;;;13;;
2011;554;New Zealand;8;Flow;2;Outward;2688;;;613;;;0;;;2;;;8;;
2011;554;New Zealand;9;Stock;1;Inward;64432;;;14701;;;0;;;38;;;192;;
2011;554;New Zealand;9;Stock;2;Outward;19100;;;4358;;;0;;;11;;;57;;
2011;558;Nicaragua;8;Flow;1;Inward;936;;;161;;;0;;;10;;;39;;
2011;558;Nicaragua;8;Flow;2;Outward;8;;;1;;;0;;;0;;;0;;
2011;558;Nicaragua;9;Stock;1;Inward;5617;;;965;;;0;;;57;;;233;;
2011;558;Nicaragua;9;Stock;2;Outward;182;;;31;;;0;;;2;;;8;;
2011;562;Niger;8;Flow;1;Inward;1066;;;62;;;0;;;12;;;40;;
2011;562;Niger;8;Flow;2;Outward;9;;;1;;;0;;;0;;;0;;
2011;562;Niger;9;Stock;1;Inward;3172;;;185;;;0;;;37;;;119;;
2011;562;Niger;9;Stock;2;Outward;17;;;1;;;0;;;0;;;1;;
2011;566;Nigeria;8;Flow;1;Inward;8915;;;52;;;1;;;2;;;14;;
2011;566;Nigeria;8;Flow;2;Outward;824;;;5;;;0;;;0;;;1;;
2011;566;Nigeria;9;Stock;1;Inward;80139;;;468;;;0;;;20;;;125;;
2011;566;Nigeria;9;Stock;2;Outward;12508;;;73;;;0;;;3;;;19;;
2011;807;North Macedonia;8;Flow;1;Inward;479;;;235;;;0;;;5;;;19;;
2011;807;North Macedonia;8;Flow;2;Outward;0;;;0;;;0;;;0;;;0;;
2011;807;North Macedonia;9;Stock;1;Inward;4678;;;2292;;;0;;;45;;;189;;
2011;807;North Macedonia;9;Stock;2;Outward;122;;;60;;;0;;;1;;;5;;
2011;578;Norway;8;Flow;1;Inward;11390;;;2300;;;1;;;2;;;11;;
2011;578;Norway;8;Flow;2;Outward;18094;;;3653;;;1;;;4;;;17;;
2011;578;Norway;9;Stock;1;Inward;178567;;;36053;;;1;;;36;;;166;;
2011;578;Norway;9;Stock;2;Outward;193921;;;39152;;;1;;;39;;;181;;
2011;512;Oman;8;Flow;1;Inward;1753;;;570;;;0;;;2;;;8;;
2011;512;Oman;8;Flow;2;Outward;1222;;;397;;;0;;;2;;;6;;
2011;512;Oman;9;Stock;1;Inward;16740;;;5441;;;0;;;22;;;76;;
2011;512;Oman;9;Stock;2;Outward;4018;;;1306;;;0;;;5;;;18;;
2011;586;Pakistan;8;Flow;1;Inward;1162;;;6;;;0;;;1;;;4;;
2011;586;Pakistan;8;Flow;2;Outward;35;;;0;;;0;;;0;;;0;;
2011;586;Pakistan;9;Stock;1;Inward;20916;;;103;;;0;;;9;;;74;;
2011;586;Pakistan;9;Stock;2;Outward;1401;;;7;;;0;;;1;;;5;;
2011;585;Palau;8;Flow;1;Inward;8;;;461;;;0;;;4;;;15;;
2011;585;Palau;9;Stock;1;Inward;240;;;13257;;;0;;;123;;;441;;
2011;591;Panama;8;Flow;1;Inward;3153;;;854;;;0;;;9;;;29;;
2011;591;Panama;8;Flow;2;Outward;176;;;48;;;0;;;0;;;2;;
2011;591;Panama;9;Stock;1;Inward;23899;;;6470;;;0;;;68;;;220;;
2011;591;Panama;9;Stock;2;Outward;3549;;;961;;;0;;;10;;;33;;
2011;598;Papua New Guinea;8;Flow;1;Inward;-309;;;-39;;;0;;;-2;;;-7;;
2011;598;Papua New Guinea;8;Flow;2;Outward;-1;;;0;;;0;;;0;;;0;;
2011;598;Papua New Guinea;9;Stock;1;Inward;4567;;;581;;;0;;;25;;;101;;
2011;598;Papua New Guinea;9;Stock;2;Outward;;;Negative accumulation of flows;;;;;;;;;;;;
2011;600;Paraguay;8;Flow;1;Inward;679;;;117;;;0;;;2;;;10;;
2011;600;Paraguay;9;Stock;1;Inward;4239;;;729;;;0;;;13;;;60;;
2011;604;Peru;8;Flow;1;Inward;7682;;;262;;;0;;;4;;;19;;
2011;604;Peru;8;Flow;2;Outward;343;;;12;;;0;;;0;;;1;;
2011;604;Peru;9;Stock;1;Inward;50658;;;1729;;;0;;;29;;;126;;
2011;604;Peru;9;Stock;2;Outward;4200;;;143;;;0;;;2;;;10;;
2011;608;Philippines;8;Flow;1;Inward;2007;;;20;;;0;;;1;;;5;;
2011;608;Philippines;8;Flow;2;Outward;2350;;;24;;;0;;;1;;;5;;
2011;608;Philippines;9;Stock;1;Inward;30995;;;315;;;0;;;13;;;70;;
2011;608;Philippines;9;Stock;2;Outward;7460;;;76;;;0;;;3;;;17;;
2011;616;Poland;8;Flow;1;Inward;15925;;;417;;;1;;;3;;;15;;
2011;616;Poland;8;Flow;2;Outward;1026;;;27;;;0;;;0;;;1;;
2011;616;Poland;9;Stock;1;Inward;164424;;;4303;;;1;;;31;;;153;;
2011;616;Poland;9;Stock;2;Outward;18928;;;495;;;0;;;4;;;18;;
2011;620;Portugal;8;Flow;1;Inward;5957;;;564;;;0;;;2;;;13;;
2011;620;Portugal;8;Flow;2;Outward;13619;;;1290;;;1;;;6;;;30;;
2011;620;Portugal;9;Stock;1;Inward;92307;;;8744;;;0;;;38;;;204;;
2011;620;Portugal;9;Stock;2;Outward;63088;;;5976;;;0;;;26;;;139;;
2011;634;Qatar;8;Flow;1;Inward;939;;;518;;;0;;;1;;;2;;
2011;634;Qatar;8;Flow;2;Outward;10109;;;5582;;;1;;;6;;;21;;
2011;634;Qatar;9;Stock;1;Inward;30357;;;16763;;;0;;;18;;;62;;
2011;634;Qatar;9;Stock;2;Outward;16951;;;9360;;;0;;;10;;;35;;
2011;410;Republic of Korea;8;Flow;1;Inward;9773;Asset/liability basis,;;199;;;1;;;1;;;3;;
2011;410;Republic of Korea;8;Flow;2;Outward;29648;Asset/liability basis,;;603;;;2;;;2;;;8;;
2011;410;Republic of Korea;9;Stock;1;Inward;135178;Asset/liability basis,;;2752;;;1;;;11;;;36;;
2011;410;Republic of Korea;9;Stock;2;Outward;172413;Asset/liability basis,;;3509;;;1;;;14;;;46;;
2011;498;Republic of Moldova;8;Flow;1;Inward;360;;;101;;;0;;;4;;;18;;
2011;498;Republic of Moldova;8;Flow;2;Outward;23;;;6;;;0;;;0;;;1;;
2011;498;Republic of Moldova;9;Stock;1;Inward;3363;;;945;;;0;;;40;;;173;;
2011;498;Republic of Moldova;9;Stock;2;Outward;115;;;32;;;0;;;1;;;6;;
2011;642;Romania;8;Flow;1;Inward;2363;;;117;;;0;;;1;;;5;;
2011;642;Romania;8;Flow;2;Outward;-26;;;-1;;;0;;;0;;;0;;
2011;642;Romania;9;Stock;1;Inward;69512;;;3427;;;0;;;36;;;135;;
2011;642;Romania;9;Stock;2;Outward;2018;;;99;;;0;;;1;;;4;;
2011;643;Russian Federation;8;Flow;1;Inward;36868;;;256;;;2;;;2;;;8;;
2011;643;Russian Federation;8;Flow;2;Outward;48635;;;338;;;3;;;2;;;11;;
2011;643;Russian Federation;9;Stock;1;Inward;408942;;;2839;;;2;;;20;;;94;;
2011;643;Russian Federation;9;Stock;2;Outward;315742;;;2192;;;2;;;15;;;72;;
2011;646;Rwanda;8;Flow;1;Inward;119;;;11;;;0;;;2;;;8;;
2011;646;Rwanda;9;Stock;1;Inward;464;;;44;;;0;;;7;;;33;;
2011;646;Rwanda;9;Stock;2;Outward;13;;;1;;;0;;;0;;;1;;
2011;659;Saint Kitts and Nevis;8;Flow;1;Inward;110;;;2338;;;0;;;13;;;47;;
2011;662;Saint Lucia;8;Flow;1;Inward;96;;;561;;;0;;;6;;;24;;
2011;670;Saint Vincent and the Grenadines;8;Flow;1;Inward;86;;;783;;;0;;;12;;;50;;
2011;882;Samoa;8;Flow;1;Inward;15;;;76;;;0;;;2;;;5;;
2011;882;Samoa;8;Flow;2;Outward;1;;;3;;;0;;;0;;;0;;
2011;882;Samoa;9;Stock;1;Inward;233;;;1194;;;0;;;30;;;79;;
2011;882;Samoa;9;Stock;2;Outward;15;;;75;;;0;;;2;;;5;;
2011;678;Sao Tome and Principe;8;Flow;1;Inward;32;;;173;;;0;;;14;;;37;;
2011;678;Sao Tome and Principe;8;Flow;2;Outward;0;;;2;;;0;;;0;;;0;;
2011;678;Sao Tome and Principe;9;Stock;1;Inward;292;;;1573;;;0;;;125;;;334;;
2011;678;Sao Tome and Principe;9;Stock;2;Outward;22;;;116;;;0;;;9;;;25;;
2011;682;Saudi Arabia;8;Flow;1;Inward;4684;Asset/liability basis,;;179;;;0;;;1;;;3;;
2011;682;Saudi Arabia;8;Flow;2;Outward;3430;Asset/liability basis,;;131;;;0;;;1;;;2;;
2011;682;Saudi Arabia;9;Stock;1;Inward;186758;;;7154;;;1;;;28;;;123;;
2011;682;Saudi Arabia;9;Stock;2;Outward;29958;;;1148;;;0;;;4;;;20;;
2011;686;Senegal;8;Flow;1;Inward;338;;;26;;;0;;;2;;;9;;
2011;686;Senegal;8;Flow;2;Outward;47;;;4;;;0;;;0;;;1;;
2011;686;Senegal;9;Stock;1;Inward;1960;;;151;;;0;;;11;;;52;;
2011;686;Senegal;9;Stock;2;Outward;298;;;23;;;0;;;2;;;8;;
2011;688;Serbia;8;Flow;1;Inward;4932;;;670;;;0;;;10;;;57;;
2011;688;Serbia;8;Flow;2;Outward;318;;;43;;;0;;;1;;;4;;
2011;688;Serbia;9;Stock;1;Inward;24675;;;3350;;;0;;;50;;;286;;
2011;688;Serbia;9;Stock;2;Outward;2090;;;284;;;0;;;4;;;24;;
2011;891;Serbia and Montenegro;8;Flow;1;Inward;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable
2011;891;Serbia and Montenegro;8;Flow;2;Outward;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable
2011;891;Serbia and Montenegro;9;Stock;1;Inward;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable
2011;891;Serbia and Montenegro;9;Stock;2;Outward;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable
2011;690;Seychelles;8;Flow;1;Inward;207;;;2137;;;0;;;20;;;67;;
2011;690;Seychelles;8;Flow;2;Outward;8;;;82;;;0;;;1;;;3;;
2011;690;Seychelles;9;Stock;1;Inward;2977;;;30679;;;0;;;286;;;958;;
2011;690;Seychelles;9;Stock;2;Outward;291;;;3002;;;0;;;28;;;94;;
2011;694;Sierra Leone;8;Flow;1;Inward;950;;;149;;;0;;;32;;;78;;
2011;694;Sierra Leone;9;Stock;1;Inward;1311;;;205;;;0;;;45;;;107;;
2011;702;Singapore;8;Flow;1;Inward;39890;;;7698;;;2;;;14;;;57;;
2011;702;Singapore;8;Flow;2;Outward;31900;Asset/liability basis,;;6156;;;2;;;11;;;45;;
2011;702;Singapore;9;Stock;1;Inward;689455;Asset/liability basis,;;133042;;;3;;;247;;;977;;
2011;702;Singapore;9;Stock;2;Outward;502261;Asset/liability basis,;;96920;;;2;;;180;;;712;;
2011;534;Sint Maarten (Dutch part);8;Flow;1;Inward;-46;;;-1333;;;0;;;-5;;;-59;;
2011;534;Sint Maarten (Dutch part);8;Flow;2;Outward;1;;;31;;;0;;;0;;;1;;
2011;534;Sint Maarten (Dutch part);9;Stock;1;Inward;518;;;15117;;;0;;;55;;;672;;
2011;534;Sint Maarten (Dutch part);9;Stock;2;Outward;53;;;1544;;;0;;;6;;;69;;
2011;703;Slovakia;8;Flow;1;Inward;3491;;;647;;;0;;;3;;;15;;
2011;703;Slovakia;8;Flow;2;Outward;713;;;132;;;0;;;1;;;3;;
2011;703;Slovakia;9;Stock;1;Inward;51980;;;9629;;;0;;;52;;;224;;
2011;703;Slovakia;9;Stock;2;Outward;4022;;;745;;;0;;;4;;;17;;
2011;705;Slovenia;8;Flow;1;Inward;1087;;;531;;;0;;;2;;;11;;
2011;705;Slovenia;8;Flow;2;Outward;198;;;97;;;0;;;0;;;2;;
2011;705;Slovenia;9;Stock;1;Inward;11490;;;5608;;;0;;;22;;;112;;
2011;705;Slovenia;9;Stock;2;Outward;7827;;;3820;;;0;;;15;;;76;;
2011;90;Solomon Islands;8;Flow;1;Inward;120;;;217;;;0;;;11;;;75;;
2011;90;Solomon Islands;8;Flow;2;Outward;4;;;7;;;0;;;0;;;2;;
2011;90;Solomon Islands;9;Stock;1;Inward;732;;;1324;;;0;;;69;;;458;;
2011;90;Solomon Islands;9;Stock;2;Outward;33;;;60;;;0;;;3;;;21;;
2011;706;Somalia;8;Flow;1;Inward;102;;;8;;;0;;;4;;;25;;
2011;706;Somalia;9;Stock;1;Inward;668;;;54;;;0;;;23;;;166;;
2011;710;South Africa;8;Flow;1;Inward;4243;Asset/liability basis,;;80;;;0;;;1;;;5;;
2011;710;South Africa;8;Flow;2;Outward;-257;Asset/liability basis,;;-5;;;0;;;0;;;0;;
2011;710;South Africa;9;Stock;1;Inward;159390;Asset/liability basis,;;3008;;;1;;;35;;;195;;
2011;710;South Africa;9;Stock;2;Outward;97051;Asset/liability basis,;;1831;;;0;;;21;;;119;;
2011;728;South Sudan;8;Flow;1;Inward;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable
2011;728;South Sudan;8;Flow;2;Outward;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable
2011;728;South Sudan;9;Stock;1;Inward;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable
2011;728;South Sudan;9;Stock;2;Outward;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable
2011;724;Spain;8;Flow;1;Inward;28379;;;604;;;2;;;2;;;9;;
2011;724;Spain;8;Flow;2;Outward;41164;;;876;;;3;;;3;;;14;;
2011;724;Spain;9;Stock;1;Inward;628950;;;13382;;;3;;;43;;;210;;
2011;724;Spain;9;Stock;2;Outward;656504;;;13969;;;3;;;44;;;219;;
2011;144;Sri Lanka;8;Flow;1;Inward;956;;;46;;;0;;;1;;;5;;
2011;144;Sri Lanka;8;Flow;2;Outward;60;;;3;;;0;;;0;;;0;;
2011;144;Sri Lanka;9;Stock;1;Inward;7146;;;340;;;0;;;11;;;38;;
2011;144;Sri Lanka;9;Stock;2;Outward;411;;;20;;;0;;;1;;;2;;
2011;275;State of Palestine;8;Flow;1;Inward;349;;;85;;;0;;;3;;;15;;
2011;275;State of Palestine;8;Flow;2;Outward;128;;;31;;;0;;;1;;;5;;
2011;275;State of Palestine;9;Stock;1;Inward;2328;;;566;;;0;;;21;;;99;;
2011;275;State of Palestine;9;Stock;2;Outward;192;;;47;;;0;;;2;;;8;;
2011;729;Sudan;8;Flow;1;Inward;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable
2011;729;Sudan;8;Flow;2;Outward;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable
2011;729;Sudan;9;Stock;1;Inward;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable
2011;729;Sudan;9;Stock;2;Outward;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable
2011;736;Sudan (,,,2011);8;Flow;1;Inward;1734;;;37;;;0;;;2;;;10;;
2011;736;Sudan (,,,2011);9;Stock;1;Inward;17425;;;375;;;0;;;20;;;98;;
2011;740;Suriname;8;Flow;1;Inward;70;;;125;;;0;;;2;;;3;;
2011;740;Suriname;8;Flow;2;Outward;3;;;6;;;0;;;0;;;0;;
2011;740;Suriname;9;Stock;1;Inward;859;;;1544;;;0;;;19;;;42;;
2011;740;Suriname;9;Stock;2;Outward;500;;;899;;;0;;;11;;;24;;
2011;752;Sweden;8;Flow;1;Inward;12929;;;1368;;;1;;;2;;;10;;
2011;752;Sweden;8;Flow;2;Outward;30318;;;3209;;;2;;;5;;;23;;
2011;752;Sweden;9;Stock;1;Inward;327332;;;34641;;;2;;;57;;;249;;
2011;752;Sweden;9;Stock;2;Outward;379881;;;40202;;;2;;;66;;;289;;
2011;756;Switzerland;8;Flow;1;Inward;26415;;;3338;;;2;;;4;;;13;;
2011;756;Switzerland;8;Flow;2;Outward;48549;;;6134;;;3;;;7;;;24;;
2011;756;Switzerland;9;Stock;1;Inward;720566;;;91045;;;4;;;101;;;357;;
2011;756;Switzerland;9;Stock;2;Outward;1106215;;;139773;;;5;;;155;;;548;;
2011;760;Syrian Arab Republic;8;Flow;1;Inward;804;;;35;;;0;;;1;;;6;;
2011;760;Syrian Arab Republic;9;Stock;1;Inward;10743;;;470;;;0;;;16;;;74;;
2011;760;Syrian Arab Republic;9;Stock;2;Outward;5;;;0;;;0;;;0;;;0;;
2011;762;Tajikistan;8;Flow;1;Inward;200;;;26;;;0;;;3;;;11;;
2011;762;Tajikistan;9;Stock;1;Inward;1328;;;170;;;0;;;20;;;71;;
2011;764;Thailand;8;Flow;1;Inward;1370;;;20;;;0;;;0;;;1;;
2011;764;Thailand;8;Flow;2;Outward;6072;;;88;;;0;;;2;;;6;;
2011;764;Thailand;9;Stock;1;Inward;159239;;;2308;;;1;;;43;;;166;;
2011;764;Thailand;9;Stock;2;Outward;41950;;;608;;;0;;;11;;;44;;
2011;626;Timor-Leste;8;Flow;1;Inward;47;;;42;;;0;;;5;;;6;;
2011;626;Timor-Leste;8;Flow;2;Outward;-33;;;-30;;;0;;;-3;;;-5;;
2011;626;Timor-Leste;9;Stock;1;Inward;205;;;185;;;0;;;20;;;28;;
2011;626;Timor-Leste;9;Stock;2;Outward;61;;;55;;;0;;;6;;;8;;
2011;768;Togo;8;Flow;1;Inward;711;;;103;;;0;;;13;;;61;;
2011;768;Togo;8;Flow;2;Outward;1060;;;153;;;0;;;20;;;91;;
2011;768;Togo;9;Stock;1;Inward;1209;;;175;;;0;;;22;;;103;;
2011;768;Togo;9;Stock;2;Outward;1108;;;160;;;0;;;20;;;95;;
2011;776;Tonga;8;Flow;1;Inward;44;;;407;;;0;;;10;;;36;;
2011;776;Tonga;8;Flow;2;Outward;16;;;145;;;0;;;4;;;13;;
2011;776;Tonga;9;Stock;1;Inward;264;;;2454;;;0;;;60;;;215;;
2011;776;Tonga;9;Stock;2;Outward;74;;;688;;;0;;;17;;;60;;
2011;780;Trinidad and Tobago;8;Flow;1;Inward;41;Asset/liability basis,;;29;;;0;;;0;;;2;;
2011;780;Trinidad and Tobago;8;Flow;2;Outward;67;Asset/liability basis,;;48;;;0;;;0;;;3;;
2011;780;Trinidad and Tobago;9;Stock;1;Inward;12789;Asset/liability basis,;;9168;;;0;;;47;;;506;;
2011;780;Trinidad and Tobago;9;Stock;2;Outward;427;Asset/liability basis,;;306;;;0;;;2;;;17;;
2011;788;Tunisia;8;Flow;1;Inward;1148;;;105;;;0;;;2;;;11;;
2011;788;Tunisia;8;Flow;2;Outward;21;;;2;;;0;;;0;;;0;;
2011;788;Tunisia;9;Stock;1;Inward;31543;;;2898;;;0;;;68;;;308;;
2011;788;Tunisia;9;Stock;2;Outward;297;;;27;;;0;;;1;;;3;;
2011;792;Turkiye;8;Flow;1;Inward;16143;;;218;;;1;;;2;;;7;;
2011;792;Turkiye;8;Flow;2;Outward;2331;;;31;;;0;;;0;;;1;;
2011;792;Turkiye;9;Stock;1;Inward;137970;;;1859;;;1;;;16;;;59;;
2011;792;Turkiye;9;Stock;2;Outward;27681;;;373;;;0;;;3;;;12;;
2011;795;Turkmenistan;8;Flow;1;Inward;3391;;;597;;;0;;;12;;;22;;
2011;795;Turkmenistan;9;Stock;1;Inward;16833;;;2962;;;0;;;58;;;111;;
2011;798;Tuvalu;8;Flow;1;Inward;0;;;-11;;;0;;;0;;;-17;;
2011;798;Tuvalu;9;Stock;1;Inward;5;;;499;;;0;;;14;;;772;;
2011;800;Uganda;8;Flow;1;Inward;894;;;27;;;0;;;3;;;13;;
2011;800;Uganda;8;Flow;2;Outward;-12;;;0;;;0;;;0;;;0;;
2011;800;Uganda;9;Stock;1;Inward;6470;;;194;;;0;;;23;;;94;;
2011;800;Uganda;9;Stock;2;Outward;54;;;2;;;0;;;0;;;1;;
2011;804;Ukraine;8;Flow;1;Inward;7207;;;156;;;0;;;4;;;25;;
2011;804;Ukraine;8;Flow;2;Outward;192;;;4;;;0;;;0;;;1;;
2011;804;Ukraine;9;Stock;1;Inward;58654;;;1267;;;0;;;36;;;203;;
2011;804;Ukraine;9;Stock;2;Outward;6579;;;142;;;0;;;4;;;23;;
2011;784;United Arab Emirates;8;Flow;1;Inward;7152;;;993;;;0;;;2;;;9;;
2011;784;United Arab Emirates;8;Flow;2;Outward;2178;;;303;;;0;;;1;;;3;;
2011;784;United Arab Emirates;9;Stock;1;Inward;71021;;;9865;;;0;;;20;;;94;;
2011;784;United Arab Emirates;9;Stock;2;Outward;57738;;;8020;;;0;;;16;;;76;;
2011;826;United Kingdom;8;Flow;1;Inward;42200;;;664;;;3;;;2;;;10;;
2011;826;United Kingdom;8;Flow;2;Outward;95587;;;1505;;;6;;;4;;;23;;
2011;826;United Kingdom;9;Stock;1;Inward;1157504;;;18226;;;6;;;43;;;276;;
2011;826;United Kingdom;9;Stock;2;Outward;1728585;;;27218;;;8;;;65;;;412;;
2011;834;United Republic of Tanzania;8;Flow;1;Inward;1229;;;27;;;0;;;4;;;10;;
2011;834;United Republic of Tanzania;9;Stock;1;Inward;10941;;;238;;;0;;;31;;;85;;
2011;840;United States;8;Flow;1;Inward;229862;;;732;;;14;;;1;;;8;;
2011;840;United States;8;Flow;2;Outward;396569;;;1263;;;24;;;3;;;14;;
2011;840;United States;9;Stock;1;Inward;3498726;;;11139;;;17;;;22;;;120;;
