Year;Economy;Economy Label;Flow;Flow Label;Direction;Direction Label;US$ at current prices in millions;US$ at current prices in millions Footnote;US$ at current prices in millions Missing value;US$ at current prices per capita;US$ at current prices per capita Footnote;US$ at current prices per capita Missing value;Percentage of total world;Percentage of total world Footnote;Percentage of total world Missing value;Percentage of Gross Domestic Product;Percentage of Gross Domestic Product Footnote;Percentage of Gross Domestic Product Missing value;Percentage of Gross Fixed Capital Formation;Percentage of Gross Fixed Capital Formation Footnote;Percentage of Gross Fixed Capital Formation Missing value
1993;1612;LDCs: Asia;8;Flow;1;Inward;1093;;;5;;;0;;;2;;;14;;
1993;1612;LDCs: Asia;8;Flow;2;Outward;0;;;0;;;0;;;0;;;0;;
1993;1612;LDCs: Asia;9;Stock;1;Inward;3549;;;16;;;0;;;7;;;40;;
1993;1612;LDCs: Asia;9;Stock;2;Outward;193;;;1;;;0;;;0;;;3;;
1993;1615;LDCs: Islands and Haiti;8;Flow;1;Inward;22;;;3;;;0;;;1;;;6;;
1993;1615;LDCs: Islands and Haiti;9;Stock;1;Inward;46;;;6;;;0;;;2;;;14;;
1993;1620;LLDCs (Landlocked developing countries);8;Flow;1;Inward;1866;;;7;;;1;;;1;;;7;;
1993;1620;LLDCs (Landlocked developing countries);8;Flow;2;Outward;51;;;1;;;0;;;0;;;1;;
1993;1620;LLDCs (Landlocked developing countries);9;Stock;1;Inward;9961;;;36;;;0;;;8;;;40;;
1993;1620;LLDCs (Landlocked developing countries);9;Stock;2;Outward;883;;;13;;;0;;;2;;;17;;
1993;1640;SIDS (Small island developing States) (UN-OHRLLS);8;Flow;1;Inward;5649;;;169;;;3;;;5;;;19;;
1993;1640;SIDS (Small island developing States) (UN-OHRLLS);8;Flow;2;Outward;2253;;;166;;;1;;;3;;;9;;
1993;1640;SIDS (Small island developing States) (UN-OHRLLS);9;Stock;1;Inward;46913;;;1466;;;2;;;44;;;156;;
1993;1640;SIDS (Small island developing States) (UN-OHRLLS);9;Stock;2;Outward;13816;;;958;;;0;;;16;;;53;;
1993;1641;SIDS: Atlantic and Indian Ocean;8;Flow;1;Inward;48;;;14;;;0;;;1;;;3;;
1993;1641;SIDS: Atlantic and Indian Ocean;8;Flow;2;Outward;35;;;22;;;0;;;1;;;3;;
1993;1641;SIDS: Atlantic and Indian Ocean;9;Stock;1;Inward;556;;;158;;;0;;;9;;;33;;
1993;1641;SIDS: Atlantic and Indian Ocean;9;Stock;2;Outward;154;;;127;;;0;;;4;;;14;;
1993;1642;SIDS: Caribbean;8;Flow;1;Inward;743;;;37;;;0;;;3;;;15;;
1993;1642;SIDS: Caribbean;8;Flow;2;Outward;65;;;19;;;0;;;1;;;4;;
1993;1642;SIDS: Caribbean;9;Stock;1;Inward;2325;;;119;;;0;;;9;;;47;;
1993;1642;SIDS: Caribbean;9;Stock;2;Outward;238;;;51;;;0;;;2;;;10;;
1993;1643;SIDS: Pacific;8;Flow;1;Inward;4858;;;510;;;2;;;7;;;21;;
1993;1643;SIDS: Pacific;8;Flow;2;Outward;2153;;;252;;;1;;;3;;;9;;
1993;1643;SIDS: Pacific;9;Stock;1;Inward;44033;;;4929;;;2;;;60;;;187;;
1993;1643;SIDS: Pacific;9;Stock;2;Outward;13424;;;1574;;;0;;;19;;;59;;
1993;2623;Low-income developing economies;8;Flow;1;Inward;1886;;;3;;;1;;;1;;;6;;
1993;2623;Low-income developing economies;8;Flow;2;Outward;80;;;0;;;0;;;0;;;0;;
1993;2623;Low-income developing economies;9;Stock;1;Inward;15207;;;27;;;1;;;8;;;49;;
1993;2623;Low-income developing economies;9;Stock;2;Outward;1747;;;7;;;0;;;2;;;11;;
1993;2622;Middle-income developing economies;8;Flow;1;Inward;11526;;;6;;;5;;;1;;;4;;
1993;2622;Middle-income developing economies;8;Flow;2;Outward;2691;;;2;;;1;;;0;;;1;;
1993;2622;Middle-income developing economies;9;Stock;1;Inward;100996;;;53;;;4;;;8;;;37;;
1993;2622;Middle-income developing economies;9;Stock;2;Outward;28554;;;16;;;1;;;3;;;11;;
1993;2621;High-income developing economies;8;Flow;1;Inward;62855;;;34;;;28;;;2;;;7;;
1993;2621;High-income developing economies;8;Flow;2;Outward;30050;;;17;;;13;;;1;;;4;;
1993;2621;High-income developing economies;9;Stock;1;Inward;558757;;;300;;;21;;;17;;;64;;
1993;2621;High-income developing economies;9;Stock;2;Outward;173472;;;96;;;6;;;5;;;20;;
1993;2711;BRICS;8;Flow;1;Inward;30559;;;12;;;14;;;2;;;6;;
1993;2711;BRICS;8;Flow;2;Outward;6213;;;3;;;3;;;0;;;1;;
1993;2711;BRICS;9;Stock;1;Inward;131566;;;53;;;5;;;7;;;26;;
1993;2711;BRICS;9;Stock;2;Outward;77011;;;31;;;3;;;4;;;15;;
1993;3412;European Union (2020 …);8;Flow;1;Inward;63322;;;149;;;28;;;1;;;4;;
1993;3412;European Union (2020 …);8;Flow;2;Outward;67809;;;161;;;29;;;1;;;5;;
1993;3412;European Union (2020 …);9;Stock;1;Inward;783659;;;1850;;;29;;;12;;;54;;
1993;3412;European Union (2020 …);9;Stock;2;Outward;902528;;;2149;;;31;;;13;;;62;;
1993;3916;G20 (Group of Twenty);8;Flow;1;Inward;138743;;;39;;;62;;;1;;;3;;
1993;3916;G20 (Group of Twenty);8;Flow;2;Outward;178502;;;50;;;75;;;1;;;4;;
1993;3916;G20 (Group of Twenty);9;Stock;1;Inward;1813456;;;505;;;67;;;8;;;36;;
1993;3916;G20 (Group of Twenty);9;Stock;2;Outward;2402369;;;670;;;82;;;11;;;48;;
1993;3919;G-77 (Group of 77);8;Flow;1;Inward;62072;;;15;;;28;;;2;;;7;;
1993;3919;G-77 (Group of 77);8;Flow;2;Outward;12593;;;3;;;5;;;0;;;1;;
1993;3919;G-77 (Group of 77);9;Stock;1;Inward;390339;;;95;;;14;;;11;;;43;;
1993;3919;G-77 (Group of 77);9;Stock;2;Outward;123027;;;34;;;4;;;4;;;14;;
1993;3905;OECD (Organisation for Economic Cooperation and Development);8;Flow;1;Inward;151223;;;132;;;68;;;1;;;3;;
1993;3905;OECD (Organisation for Economic Cooperation and Development);8;Flow;2;Outward;204084;;;179;;;86;;;1;;;4;;
1993;3905;OECD (Organisation for Economic Cooperation and Development);9;Stock;1;Inward;2101467;;;1840;;;78;;;10;;;42;;
1993;3905;OECD (Organisation for Economic Cooperation and Development);9;Stock;2;Outward;2729514;;;2398;;;93;;;13;;;54;;
1994;0;World;8;Flow;1;Inward;255894;;;46;;;100;;;1;;;4;;
1994;0;World;8;Flow;2;Outward;287275;;;56;;;100;;;1;;;4;;
1994;0;World;9;Stock;1;Inward;2963744;;;526;;;100;;;11;;;45;;
1994;0;World;9;Stock;2;Outward;3294270;;;647;;;100;;;12;;;50;;
1994;5100;Africa;8;Flow;1;Inward;6105;;;9;;;2;;;1;;;5;;
1994;5100;Africa;8;Flow;2;Outward;1912;;;4;;;1;;;0;;;2;;
1994;5100;Africa;9;Stock;1;Inward;80982;;;114;;;3;;;15;;;70;;
1994;5100;Africa;9;Stock;2;Outward;27625;;;55;;;1;;;6;;;27;;
1994;5110;Northern Africa;8;Flow;1;Inward;2277;;;14;;;1;;;1;;;5;;
1994;5110;Northern Africa;8;Flow;2;Outward;122;;;1;;;0;;;0;;;0;;
1994;5110;Northern Africa;9;Stock;1;Inward;31485;;;195;;;1;;;16;;;76;;
1994;5110;Northern Africa;9;Stock;2;Outward;1679;;;13;;;0;;;1;;;4;;
1994;5120;Sub-Saharan Africa;8;Flow;1;Inward;3827;;;7;;;1;;;1;;;5;;
1994;5120;Sub-Saharan Africa;8;Flow;2;Outward;1790;;;4;;;1;;;1;;;3;;
1994;5120;Sub-Saharan Africa;9;Stock;1;Inward;49497;;;90;;;2;;;14;;;66;;
1994;5120;Sub-Saharan Africa;9;Stock;2;Outward;25946;;;69;;;1;;;8;;;41;;
1994;5121;Eastern Africa;8;Flow;1;Inward;360;;;2;;;0;;;1;;;3;;
1994;5121;Eastern Africa;8;Flow;2;Outward;32;;;0;;;0;;;0;;;0;;
1994;5121;Eastern Africa;9;Stock;1;Inward;6116;;;29;;;0;;;10;;;59;;
1994;5121;Eastern Africa;9;Stock;2;Outward;405;;;6;;;0;;;1;;;9;;
1994;5122;Middle Africa;8;Flow;1;Inward;111;;;1;;;0;;;0;;;1;;
1994;5122;Middle Africa;8;Flow;2;Outward;12;;;0;;;0;;;0;;;0;;
1994;5122;Middle Africa;9;Stock;1;Inward;5834;;;70;;;0;;;14;;;66;;
1994;5122;Middle Africa;9;Stock;2;Outward;1577;;;19;;;0;;;4;;;18;;
1994;5123;Southern Africa;8;Flow;1;Inward;569;;;11;;;0;;;0;;;2;;
1994;5123;Southern Africa;8;Flow;2;Outward;1299;;;27;;;0;;;1;;;5;;
1994;5123;Southern Africa;9;Stock;1;Inward;15876;;;318;;;1;;;10;;;62;;
1994;5123;Southern Africa;9;Stock;2;Outward;19714;;;411;;;1;;;12;;;79;;
1994;5124;Western Africa;8;Flow;1;Inward;2787;;;14;;;1;;;3;;;9;;
1994;5124;Western Africa;8;Flow;2;Outward;447;;;3;;;0;;;1;;;2;;
1994;5124;Western Africa;9;Stock;1;Inward;21670;;;105;;;1;;;23;;;73;;
1994;5124;Western Africa;9;Stock;2;Outward;4251;;;25;;;0;;;6;;;17;;
1994;5200;Americas;8;Flow;1;Inward;80968;;;108;;;32;;;1;;;4;;
1994;5200;Americas;8;Flow;2;Outward;86788;;;123;;;30;;;1;;;4;;
1994;5200;Americas;9;Stock;1;Inward;1042046;;;1387;;;35;;;11;;;53;;
1994;5200;Americas;9;Stock;2;Outward;1282504;;;1812;;;39;;;13;;;65;;
1994;5210;Northern America;8;Flow;1;Inward;53299;;;181;;;21;;;1;;;3;;
1994;5210;Northern America;8;Flow;2;Outward;82546;;;280;;;29;;;1;;;5;;
1994;5210;Northern America;9;Stock;1;Inward;868057;;;2946;;;29;;;11;;;54;;
1994;5210;Northern America;9;Stock;2;Outward;1218884;;;4137;;;37;;;15;;;76;;
1994;5220;Latin America and the Caribbean;8;Flow;1;Inward;27669;;;61;;;11;;;2;;;7;;
1994;5220;Latin America and the Caribbean;8;Flow;2;Outward;4242;;;10;;;1;;;0;;;1;;
1994;5220;Latin America and the Caribbean;9;Stock;1;Inward;173989;;;381;;;6;;;10;;;47;;
1994;5220;Latin America and the Caribbean;9;Stock;2;Outward;63620;;;154;;;2;;;4;;;18;;
1994;5221;Caribbean;8;Flow;1;Inward;855;;;44;;;0;;;3;;;17;;
1994;5221;Caribbean;8;Flow;2;Outward;53;;;21;;;0;;;1;;;4;;
1994;5221;Caribbean;9;Stock;1;Inward;2771;;;146;;;0;;;10;;;54;;
1994;5221;Caribbean;9;Stock;2;Outward;263;;;70;;;0;;;2;;;11;;
1994;5222;Central America;8;Flow;1;Inward;11837;;;102;;;5;;;2;;;9;;
1994;5222;Central America;8;Flow;2;Outward;1067;;;10;;;0;;;0;;;1;;
1994;5222;Central America;9;Stock;1;Inward;41923;;;345;;;1;;;7;;;32;;
1994;5222;Central America;9;Stock;2;Outward;4629;;;43;;;0;;;1;;;4;;
1994;5223;South America;8;Flow;1;Inward;14977;;;47;;;6;;;1;;;6;;
1994;5223;South America;8;Flow;2;Outward;3123;;;10;;;1;;;0;;;1;;
1994;5223;South America;9;Stock;1;Inward;129295;;;409;;;4;;;11;;;54;;
1994;5223;South America;9;Stock;2;Outward;58728;;;195;;;2;;;5;;;25;;
1994;5300;Asia;8;Flow;1;Inward;70808;;;21;;;28;;;1;;;3;;
1994;5300;Asia;8;Flow;2;Outward;58315;;;18;;;20;;;1;;;2;;
1994;5300;Asia;9;Stock;1;Inward;524749;;;153;;;18;;;6;;;21;;
1994;5300;Asia;9;Stock;2;Outward;448866;;;143;;;14;;;6;;;18;;
1994;5310;Central Asia;8;Flow;1;Inward;886;;;16;;;0;;;2;;;8;;
1994;5310;Central Asia;8;Flow;2;Outward;0;;;0;;;0;;;0;;;0;;
1994;5310;Central Asia;9;Stock;1;Inward;2321;;;43;;;0;;;5;;;21;;
1994;5330;Eastern Asia;8;Flow;1;Inward;45005;;;31;;;18;;;1;;;2;;
1994;5330;Eastern Asia;8;Flow;2;Outward;46788;;;33;;;16;;;1;;;2;;
1994;5330;Eastern Asia;9;Stock;1;Inward;346557;;;242;;;12;;;5;;;17;;
1994;5330;Eastern Asia;9;Stock;2;Outward;399458;;;284;;;12;;;6;;;20;;
1994;5350;South-eastern Asia;8;Flow;1;Inward;20496;;;43;;;8;;;3;;;11;;
1994;5350;South-eastern Asia;8;Flow;2;Outward;10986;;;31;;;4;;;2;;;6;;
1994;5350;South-eastern Asia;9;Stock;1;Inward;120204;;;253;;;4;;;20;;;64;;
1994;5350;South-eastern Asia;9;Stock;2;Outward;35280;;;97;;;1;;;6;;;20;;
1994;5320;Southern Asia;8;Flow;1;Inward;1950;;;2;;;1;;;0;;;2;;
1994;5320;Southern Asia;8;Flow;2;Outward;101;;;0;;;0;;;0;;;0;;
1994;5320;Southern Asia;9;Stock;1;Inward;11448;;;9;;;0;;;2;;;9;;
1994;5320;Southern Asia;9;Stock;2;Outward;700;;;1;;;0;;;0;;;1;;
1994;5340;Western Asia;8;Flow;1;Inward;2471;;;15;;;1;;;0;;;2;;
1994;5340;Western Asia;8;Flow;2;Outward;440;;;4;;;0;;;0;;;0;;
1994;5340;Western Asia;9;Stock;1;Inward;44219;;;288;;;1;;;8;;;35;;
1994;5340;Western Asia;9;Stock;2;Outward;13428;;;124;;;0;;;3;;;11;;
1994;5400;Europe;8;Flow;1;Inward;90466;;;125;;;35;;;1;;;5;;
1994;5400;Europe;8;Flow;2;Outward;136066;;;193;;;47;;;1;;;7;;
1994;5400;Europe;9;Stock;1;Inward;1190334;;;1668;;;40;;;13;;;60;;
1994;5400;Europe;9;Stock;2;Outward;1475553;;;2083;;;45;;;16;;;75;;
1994;5410;Eastern Europe;8;Flow;1;Inward;5460;;;18;;;2;;;1;;;3;;
1994;5410;Eastern Europe;8;Flow;2;Outward;529;;;2;;;0;;;0;;;0;;
1994;5410;Eastern Europe;9;Stock;1;Inward;20905;;;67;;;1;;;3;;;12;;
1994;5410;Eastern Europe;9;Stock;2;Outward;4178;;;13;;;0;;;1;;;2;;
1994;5420;Northern Europe;8;Flow;1;Inward;27330;;;294;;;11;;;1;;;8;;
1994;5420;Northern Europe;8;Flow;2;Outward;52149;;;584;;;18;;;3;;;15;;
1994;5420;Northern Europe;9;Stock;1;Inward;297290;;;3199;;;10;;;16;;;85;;
1994;5420;Northern Europe;9;Stock;2;Outward;403213;;;4339;;;12;;;22;;;116;;
1994;5430;Southern Europe;8;Flow;1;Inward;13874;;;99;;;5;;;1;;;4;;
1994;5430;Southern Europe;8;Flow;2;Outward;9342;;;75;;;3;;;0;;;3;;
1994;5430;Southern Europe;9;Stock;1;Inward;183718;;;1413;;;6;;;10;;;49;;
1994;5430;Southern Europe;9;Stock;2;Outward;125295;;;1004;;;4;;;7;;;34;;
1994;5440;Western Europe;8;Flow;1;Inward;43803;;;243;;;17;;;1;;;4;;
1994;5440;Western Europe;8;Flow;2;Outward;74046;;;411;;;26;;;2;;;7;;
1994;5440;Western Europe;9;Stock;1;Inward;688422;;;3818;;;23;;;15;;;63;;
1994;5440;Western Europe;9;Stock;2;Outward;942867;;;5229;;;29;;;20;;;87;;
1994;5500;Oceania;8;Flow;1;Inward;7547;;;270;;;3;;;2;;;7;;
1994;5500;Oceania;8;Flow;2;Outward;4193;;;156;;;1;;;1;;;4;;
1994;5500;Oceania;9;Stock;1;Inward;125633;;;4602;;;4;;;29;;;120;;
1994;5500;Oceania;9;Stock;2;Outward;59722;;;2665;;;2;;;14;;;58;;
1994;1;Individual economies;8;Flow;1;Inward;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable
1994;1;Individual economies;8;Flow;2;Outward;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable
1994;1;Individual economies;9;Stock;1;Inward;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable
1994;1;Individual economies;9;Stock;2;Outward;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable;;;Not applicable
1994;4;Afghanistan;8;Flow;1;Inward;0;;;0;;;0;;;0;;;0;;
1994;4;Afghanistan;9;Stock;1;Inward;12;;;1;;;0;;;1;;;4;;
1994;8;Albania;8;Flow;1;Inward;53;;;16;;;0;;;3;;;16;;
1994;8;Albania;9;Stock;1;Inward;141;;;43;;;0;;;7;;;42;;
1994;12;Algeria;8;Flow;1;Inward;0;;;0;;;0;;;0;;;0;;
1994;12;Algeria;8;Flow;2;Outward;0;;;0;;;0;;;0;;;0;;
1994;12;Algeria;9;Stock;1;Inward;1671;;;60;;;0;;;4;;;14;;
1994;12;Algeria;9;Stock;2;Outward;183;;;7;;;0;;;0;;;2;;
1994;24;Angola;8;Flow;1;Inward;170;;;13;;;0;;;1;;;4;;
1994;24;Angola;8;Flow;2;Outward;-2;;;0;;;0;;;0;;;0;;
1994;24;Angola;9;Stock;1;Inward;2449;;;185;;;0;;;18;;;58;;
1994;24;Angola;9;Stock;2;Outward;1;;;0;;;0;;;0;;;0;;
1994;660;Anguilla;8;Flow;1;Inward;11;;;1177;;;0;;;11;;;43;;
1994;28;Antigua and Barbuda;8;Flow;1;Inward;25;;;371;;;0;;;4;;;19;;
1994;32;Argentina;8;Flow;1;Inward;3635;;;105;;;1;;;1;;;8;;
1994;32;Argentina;8;Flow;2;Outward;1013;;;29;;;0;;;0;;;2;;
1994;32;Argentina;9;Stock;1;Inward;22428;;;648;;;1;;;8;;;49;;
1994;32;Argentina;9;Stock;2;Outward;9148;;;264;;;0;;;3;;;20;;
1994;51;Armenia;8;Flow;1;Inward;8;;;2;;;0;;;1;;;3;;
1994;51;Armenia;9;Stock;1;Inward;41;;;12;;;0;;;3;;;16;;
1994;533;Aruba;8;Flow;1;Inward;-59;;;-800;;;0;;;-4;;;-14;;
1994;533;Aruba;8;Flow;2;Outward;2;;;21;;;0;;;0;;;0;;
1994;533;Aruba;9;Stock;1;Inward;248;;;3376;;;0;;;18;;;59;;
1994;533;Aruba;9;Stock;2;Outward;377;;;5127;;;0;;;27;;;90;;
1994;36;Australia;8;Flow;1;Inward;4763;;;266;;;2;;;1;;;5;;
1994;36;Australia;8;Flow;2;Outward;2188;;;122;;;1;;;1;;;2;;
1994;36;Australia;9;Stock;1;Inward;101344;;;5662;;;3;;;28;;;111;;
1994;36;Australia;9;Stock;2;Outward;53794;;;3006;;;2;;;15;;;59;;
1994;40;Austria;8;Flow;1;Inward;2076;;;262;;;1;;;1;;;4;;
1994;40;Austria;8;Flow;2;Outward;1241;;;156;;;0;;;1;;;2;;
1994;40;Austria;9;Stock;1;Inward;14516;;;1829;;;0;;;7;;;27;;
1994;40;Austria;9;Stock;2;Outward;9436;;;1189;;;0;;;5;;;18;;
1994;31;Azerbaijan;8;Flow;1;Inward;22;;;3;;;0;;;1;;;2;;
1994;44;Bahamas;8;Flow;1;Inward;23;;;79;;;0;;;0;;;2;;
1994;44;Bahamas;8;Flow;2;Outward;0;;;0;;;0;;;0;;;0;;
1994;44;Bahamas;9;Stock;1;Inward;635;;;2143;;;0;;;13;;;66;;
1994;48;Bahrain;8;Flow;1;Inward;208;;;360;;;0;;;3;;;13;;
1994;48;Bahrain;8;Flow;2;Outward;199;;;344;;;0;;;3;;;12;;
1994;48;Bahrain;9;Stock;1;Inward;1973;;;3414;;;0;;;31;;;124;;
1994;48;Bahrain;9;Stock;2;Outward;1060;;;1834;;;0;;;17;;;66;;
1994;50;Bangladesh;8;Flow;1;Inward;11;;;0;;;0;;;0;;;0;;
1994;50;Bangladesh;8;Flow;2;Outward;0;;;0;;;0;;;0;;;0;;
1994;50;Bangladesh;9;Stock;1;Inward;508;;;4;;;0;;;2;;;8;;
1994;50;Bangladesh;9;Stock;2;Outward;46;;;0;;;0;;;0;;;1;;
1994;52;Barbados;8;Flow;1;Inward;13;;;49;;;0;;;1;;;6;;
1994;52;Barbados;8;Flow;2;Outward;1;;;4;;;0;;;0;;;0;;
1994;52;Barbados;9;Stock;1;Inward;215;;;824;;;0;;;10;;;94;;
1994;52;Barbados;9;Stock;2;Outward;29;;;112;;;0;;;1;;;13;;
1994;112;Belarus;8;Flow;1;Inward;11;;;1;;;0;;;0;;;0;;
1994;112;Belarus;8;Flow;2;Outward;6;;;1;;;0;;;0;;;0;;
1994;112;Belarus;9;Stock;1;Inward;35;;;3;;;0;;;0;;;1;;
1994;112;Belarus;9;Stock;2;Outward;185;;;18;;;0;;;1;;;4;;
1994;56;Belgium;8;Flow;1;Inward;8514;;;842;;;3;;;3;;;17;;
1994;56;Belgium;8;Flow;2;Outward;1371;;;136;;;0;;;1;;;3;;
1994;56;Belgium;9;Stock;1;Inward;105881;;;10467;;;4;;;43;;;208;;
1994;56;Belgium;9;Stock;2;Outward;69541;;;6874;;;2;;;28;;;136;;
1994;84;Belize;8;Flow;1;Inward;19;;;94;;;0;;;2;;;13;;
1994;84;Belize;8;Flow;2;Outward;0;;;0;;;0;;;0;;;0;;
1994;84;Belize;9;Stock;1;Inward;154;;;775;;;0;;;20;;;109;;
1994;84;Belize;9;Stock;2;Outward;26;;;130;;;0;;;3;;;18;;
1994;204;Benin;8;Flow;1;Inward;14;;;2;;;0;;;1;;;3;;
1994;204;Benin;8;Flow;2;Outward;2;;;0;;;0;;;0;;;0;;
1994;204;Benin;9;Stock;1;Inward;41;;;7;;;0;;;3;;;10;;
1994;204;Benin;9;Stock;2;Outward;5;;;1;;;0;;;0;;;1;;
1994;64;Bhutan;9;Stock;1;Inward;3;;;5;;;0;;;1;;;2;;
1994;68;Bolivia (Plurinational State of);8;Flow;1;Inward;130;;;17;;;0;;;2;;;15;;
1994;68;Bolivia (Plurinational State of);8;Flow;2;Outward;2;;;0;;;0;;;0;;;0;;
1994;68;Bolivia (Plurinational State of);9;Stock;1;Inward;1434;;;186;;;0;;;24;;;161;;
1994;68;Bolivia (Plurinational State of);9;Stock;2;Outward;15;;;2;;;0;;;0;;;2;;
1994;72;Botswana;8;Flow;1;Inward;-14;;;-10;;;0;;;0;;;-1;;
1994;72;Botswana;8;Flow;2;Outward;9;;;6;;;0;;;0;;;1;;
1994;72;Botswana;9;Stock;1;Inward;998;;;684;;;0;;;23;;;91;;
1994;72;Botswana;9;Stock;2;Outward;485;;;332;;;0;;;11;;;44;;
1994;76;Brazil;8;Flow;1;Inward;2150;;;13;;;1;;;0;;;2;;
1994;76;Brazil;8;Flow;2;Outward;690;;;4;;;0;;;0;;;1;;
1994;76;Brazil;9;Stock;1;Inward;61826;;;388;;;2;;;11;;;53;;
1994;76;Brazil;9;Stock;2;Outward;43378;;;272;;;1;;;7;;;37;;
1994;92;British Virgin Islands;8;Flow;1;Inward;678;;;38924;;;0;;;193;;;793;;
1994;92;British Virgin Islands;8;Flow;2;Outward;1829;;;105066;;;1;;;521;;;2140;;
1994;92;British Virgin Islands;9;Stock;1;Inward;1353;;;77735;;;0;;;386;;;1583;;
1994;92;British Virgin Islands;9;Stock;2;Outward;9177;;;527220;;;0;;;2617;;;10736;;
1994;96;Brunei Darussalam;8;Flow;1;Inward;6;;;21;;;0;;;0;;;0;;
1994;96;Brunei Darussalam;9;Stock;1;Inward;59;;;208;;;0;;;1;;;3;;
1994;100;Bulgaria;8;Flow;1;Inward;105;;;13;;;0;;;1;;;9;;
1994;100;Bulgaria;8;Flow;2;Outward;0;;;0;;;0;;;0;;;0;;
1994;100;Bulgaria;9;Stock;1;Inward;355;;;42;;;0;;;3;;;32;;
1994;100;Bulgaria;9;Stock;2;Outward;113;;;13;;;0;;;1;;;10;;
1994;854;Burkina Faso;8;Flow;1;Inward;18;;;2;;;0;;;1;;;3;;
1994;854;Burkina Faso;8;Flow;2;Outward;7;;;1;;;0;;;0;;;1;;
1994;854;Burkina Faso;9;Stock;1;Inward;64;;;6;;;0;;;3;;;12;;
1994;854;Burkina Faso;9;Stock;2;Outward;12;;;1;;;0;;;1;;;2;;
1994;108;Burundi;8;Flow;1;Inward;0;;;0;;;0;;;0;;;0;;
1994;108;Burundi;8;Flow;2;Outward;0;;;0;;;0;;;0;;;0;;
1994;108;Burundi;9;Stock;1;Inward;32;;;6;;;0;;;3;;;34;;
1994;108;Burundi;9;Stock;2;Outward;1;;;0;;;0;;;0;;;1;;
1994;132;Cabo Verde;8;Flow;1;Inward;2;;;5;;;0;;;0;;;1;;
1994;132;Cabo Verde;8;Flow;2;Outward;0;;;1;;;0;;;0;;;0;;
1994;132;Cabo Verde;9;Stock;1;Inward;12;;;29;;;0;;;3;;;6;;
1994;116;Cambodia;8;Flow;1;Inward;69;;;7;;;0;;;3;;;25;;
1994;116;Cambodia;9;Stock;1;Inward;194;;;21;;;0;;;7;;;72;;
1994;116;Cambodia;9;Stock;2;Outward;139;;;15;;;0;;;5;;;51;;
1994;120;Cameroon;8;Flow;1;Inward;-9;;;-1;;;0;;;0;;;-1;;
1994;120;Cameroon;8;Flow;2;Outward;0;;;0;;;0;;;0;;;0;;
1994;120;Cameroon;9;Stock;1;Inward;371;;;29;;;0;;;4;;;24;;
1994;120;Cameroon;9;Stock;2;Outward;1225;;;96;;;0;;;14;;;80;;
1994;124;Canada;8;Flow;1;Inward;8204;;;281;;;3;;;1;;;7;;
1994;124;Canada;8;Flow;2;Outward;9294;;;319;;;3;;;2;;;8;;
1994;124;Canada;9;Stock;1;Inward;110204;;;3781;;;4;;;19;;;98;;
1994;124;Canada;9;Stock;2;Outward;104302;;;3578;;;3;;;18;;;93;;
1994;136;Cayman Islands;8;Flow;1;Inward;467;;;14898;;;0;;;30;;;213;;
1994;136;Cayman Islands;8;Flow;2;Outward;13;;;399;;;0;;;1;;;6;;
1994;136;Cayman Islands;9;Stock;1;Inward;2695;;;85954;;;0;;;170;;;1228;;
1994;136;Cayman Islands;9;Stock;2;Outward;1118;;;35661;;;0;;;71;;;509;;
1994;140;Central African Republic;8;Flow;1;Inward;4;;;1;;;0;;;0;;;3;;
1994;140;Central African Republic;8;Flow;2;Outward;7;;;2;;;0;;;1;;;6;;
1994;140;Central African Republic;9;Stock;1;Inward;73;;;23;;;0;;;8;;;61;;
1994;140;Central African Republic;9;Stock;2;Outward;40;;;12;;;0;;;4;;;33;;
1994;148;Chad;8;Flow;1;Inward;27;;;4;;;0;;;2;;;16;;
1994;148;Chad;8;Flow;2;Outward;1;;;0;;;0;;;0;;;0;;
1994;148;Chad;9;Stock;1;Inward;298;;;44;;;0;;;22;;;181;;
1994;148;Chad;9;Stock;2;Outward;73;;;11;;;0;;;5;;;44;;
1994;152;Chile;8;Flow;1;Inward;2583;;;180;;;1;;;4;;;18;;
1994;152;Chile;8;Flow;2;Outward;911;;;64;;;0;;;2;;;6;;
1994;152;Chile;9;Stock;1;Inward;21481;;;1500;;;1;;;37;;;148;;
1994;152;Chile;9;Stock;2;Outward;2022;;;141;;;0;;;3;;;14;;
1994;156;China;8;Flow;1;Inward;33767;;;28;;;13;;;6;;;17;;
1994;156;China;8;Flow;2;Outward;2000;;;2;;;1;;;0;;;1;;
1994;156;China;9;Stock;1;Inward;74151;;;61;;;3;;;13;;;37;;
1994;156;China;9;Stock;2;Outward;15768;;;13;;;0;;;3;;;8;;
1994;344;China, Hong Kong SAR;8;Flow;1;Inward;7828;;;1296;;;3;;;6;;;20;;
1994;344;China, Hong Kong SAR;8;Flow;2;Outward;21437;;;3548;;;7;;;16;;;54;;
1994;344;China, Hong Kong SAR;9;Stock;1;Inward;221319;;;36628;;;7;;;163;;;555;;
1994;344;China, Hong Kong SAR;9;Stock;2;Outward;58767;;;9726;;;2;;;43;;;147;;
